DefaultSC.A1ModJulian,DefaultSC.EarthMJ2000Eq.X,DefaultSC.gse.X,DefaultSC.gse.Y,DefaultSC.gse.Z
27592.47530661766,1573.715947138425,-6686.74970931466,2088.568084957203,-438.5830782327862
27592.47641637749,2080.998832723998,-6840.612670920832,1590.994221671223,74.10994905479265
27592.47752681159,2566.572619421729,-6922.184580770268,1076.272770673416,586.3982619235417
27592.47863838306,3025.501952241974,-6930.63415193008,549.631041888415,1093.063539494725
27592.47975154765,3453.10812870837,-6865.8395119036,16.41421468583363,1588.939480953584
27592.48086678392,3845.022107547973,-6728.384953895468,-517.9779111820467,2068.971966605593
27592.48198451958,4197.197013949937,-6519.562367027884,-1048.104512333685,2528.232729447856
27592.48310515596,4505.959100369503,-6241.36661140309,-1568.545426373381,2961.97769967527
27592.48422908918,4768.049820511305,-5896.475854025003,-2073.961345049932,3365.700404317462
27592.48535664801,4980.644873746067,-5488.2505494946,-2559.116423006185,3735.153702795548
27592.48648817394,5141.403251945126,-5020.683141533055,-3018.964479953242,4066.42093672384
27592.48762392023,5248.477011587408,-4498.404571335489,-3448.656468840122,4355.924903121009
27592.48876409207,5300.54858828581,-3926.637817111431,-3843.610848406965,4600.484713187566
27592.48990887663,5296.852172092981,-3311.138554545701,-4199.573036444255,4797.359145329921
27592.49105839741,5237.186828020903,-2658.16765754255,-4512.646671485387,4944.270418705779
27592.49221270485,5121.93291937009,-1974.443806322876,-4779.340347703612,5039.43812034875
27592.49337180476,4952.05875481886,-1267.065944196543,-4996.620680499896,5081.612100126534
27592.49453562527,4729.126149629981,-543.4647089842322,-5161.947162764132,5070.094681352704
27592.49570407753,4455.274104666167,188.7094154162592,-5273.318722799399,5004.759192882119
27592.4968769753,4133.222151371308,921.6158076905931,-5329.294991081633,4886.06351750568
27592.49805410833,3766.235009724267,1647.353649089541,-5329.031434587736,4715.053341975807
27592.4992352052,3358.103972941714,2358.026422405275,-5272.295570292073,4493.36260523829
27592.50041995357,2913.106795246501,3045.84450202186,-5159.48058523162,4223.202460192561
27592.50160800514,2435.963592591742,3703.21860735595,-4991.609000080528,3907.342790273776
27592.50279896169,1931.794208339116,4322.842817662327,-4770.331928478069,3549.091918109273
27592.50399239066,1406.05811595365,4897.793351610489,-4497.917345922654,3152.262017057213
27592.50518784762,864.483885565706,5421.624939370875,-4177.224868580392,2721.122103025076
27592.50638487546,313.0039376173409,5888.448580400746,-3811.675765935975,2260.350798639312
27592.50758297116,-242.2985370940188,6292.993997833342,-3405.228113951365,1774.997602002818
27592.5087816382,-795.2850681318405,6630.698884476858,-2962.318507851611,1270.405720159586
27592.509980398,-1339.840310852726,6897.765780521859,-2487.804617824644,752.1433079458884
27592.51117875088,-1869.927120963651,7091.199248495739,-1986.92323867519,225.9541931190925
27592.51237621955,-2379.678754553484,7208.854064574366,-1465.211777874631,-302.3290991851368
27592.51357234934,-2863.468230203528,7249.457284046891,-928.4409004554882,-826.855473639047
27592.51476667163,-3315.960868187833,7212.622232574894,-382.5619338961192,-1341.809342164724
27592.51595880255,-3732.214844661249,7098.848994467449,166.4092760176354,-1841.522486399539
27592.5171483362,-4107.697053733343,6909.5156954505,712.4157763564007,-2320.494793229307
27592.51833492339,-4438.363248158547,6646.853246839072,1249.467093771639,-2773.491832111325
27592.51951825438,-4720.694010298205,6313.910665970392,1771.701172014329,-3195.596408369632
27592.52069802696,-4951.724947120395,5914.522934847084,2273.438137584136,-3582.252875414586
27592.52187401523,-5129.091226737694,5453.238275155012,2749.274473672091,-3929.340584864492
27592.52304600731,-5251.035274181739,4935.277025477912,3194.115998065123,-4233.19610383087
27592.52421384519,-5316.427319175068,4366.450139853678,3603.249404676773,-4490.662835452639
27592.52537742455,-5324.767541409249,3753.082791494805,3972.389501326677,-4699.118504957094
27592.5265366588,-5276.182896844249,3101.954866869619,4297.710395036416,-4856.491230784361
27592.52769150686,-5171.419784102703,2420.20623086601,4575.892513021313,-4961.282391550906
27592.52884197811,-5011.825210035247,1715.248339206109,4804.152587668876,-5012.57461423217
27592.52998811326,-4799.324991482068,994.6900126707712,4980.261915610512,-5010.031840854421
27592.53113000104,-4536.392087767382,266.2417513155663,5102.565766987471,-4953.895351725254
27592.53226774856,-4226.018579556853,-462.3500980755643,5169.989529385273,-4844.974122870398
27592.53340151269,-3871.669700782116,-1183.406201562599,5182.045765600172,-4684.627196509412
27592.53453148137,-3477.244403698075,-1889.382686613071,5138.828677763435,-4474.742113649196
27592.53565789637,-3047.020016808086,-2572.96158734306,5041.003037563691,-4217.702743299823
27592.53678101302,-2585.616699185708,-3227.097859064291,4889.790601681184,-3916.365012094414
27592.53790111293,-2097.942673800666,-3845.095980957301,4686.95160178582,-3574.020806204963
27592.53901852277,-1589.132374309369,-4420.682791661816,4434.755817278246,-3194.352721360405
27592.54013359566,-1064.499588712801,-4948.052807483817,4135.954896999747,-2781.396541005246
27592.54124671362,-529.4819423568744,-5421.919995267656,3793.74842958419,-2339.496134594891
27592.54235827835,10.40885916584691,-5837.558150664079,3411.750009056194,-1873.261039360905
27592.54346871093,549.6403396320731,-6190.840099931049,2993.94849376451,-1387.519676431404
27592.54457845112,1082.711487225092,-6478.270207950433,2544.666585569548,-887.2715651270851
27592.54568798623,1604.217251201956,-6697.01514278365,2068.504174429278,-377.6252976245373
27592.54679777664,2108.861868264106,-6844.906035695672,1570.324214925666,136.2158144342202
27592.54790828275,2591.520443186062,-6920.466195253674,1055.197660340286,649.0135445775798
27592.54901997199,3047.288440188778,-6922.922684584289,528.3529433597739,1155.546343909498
27592.55013330856,3471.521131933778,-6852.210093227134,-4.867482947079338,1650.652293971762
27592.55124875306,3859.875180209375,-6708.970172683124,-539.0555029461227,2129.275778993902
27592.55236672796,4208.33722531397,-6494.552795593004,-1068.769862395986,2586.499274784878
27592.55348765484,4513.275526337765,-6211.002900513281,-1588.603634952681,3017.605332108608
27592.55461190234,4771.460937561512,-5861.057680397998,-2093.210137020184,3418.101114143284
27592.55573980621,4980.109532584163,-5448.126529017882,-2577.364053297322,3783.772603591485
27592.55687170542,5136.918304629648,-4976.249928455627,-3036.026897297549,4110.737896483542
27592.55800783864,5240.076928183785,-4450.10964284005,-3464.354620406818,4395.457265017331
27592.55914841833,5288.308137967284,-3874.966213922734,-3857.781054526612,4634.798550423342
